beta0,beta1,beta2,beta3
-4.44919260627,10.8625914035,-19.6539764727,0.265196451872
0.992614049518,14.4598150083,-15.9638915658,-0.31044404473
-3.08948186281,33.5161918921,-76.3048456297,-0.0358228300469
-1.55329780123,19.4487859268,-28.748505663,-0.12501910532
-1.49549125773,15.8466182751,-26.6691358625,-0.0710229277072
-4.19675012355,22.9993062339,-45.2225368419,0.122787069713
-2.93207109967,34.5222769629,-63.9571641023,-0.107550601934
-2.63810432211,23.3332327886,-37.7414870729,-0.0392129266175
-0.10016397654,17.7824029762,-30.5800109566,-0.211088558052
-8.36559351848,10.9054799805,-17.515672803,0.621333521442
-4.04343223853,14.9219102032,-33.1066236108,0.215651584904
-4.64290143777,13.851874076,-20.489665968,0.25293553507
0.331675212549,15.7607359597,-21.0785594359,-0.252144418533
-8.5498989049,7.23445781258,-5.88438980052,0.661091946236
-0.906527995202,28.4714254757,-54.6636129154,-0.237853748433
7.02301891638,28.8174839156,-52.0843076362,-0.994633451727
-8.15965091378,19.0482418529,-35.8921904128,0.532294750492
-4.43977400898,24.3409558857,-42.462466894,0.115300108843
-7.24634959258,16.9097013238,-29.9694575602,0.458408700243
-3.13999617083,29.8106761055,-62.3728391581,-0.0194868452651
-0.817100613969,15.9693467953,-28.7532683038,-0.134719289808
3.04338519576,18.4529857317,-25.7397754622,-0.528351298422
2.92195540493,13.2095224609,-19.0439391232,-0.46077950642
2.07898371669,30.6050398787,-53.25880622,-0.544912777265
-5.00951982112,12.6680422272,-28.3857569495,0.336189275096
4.53219286894,8.6903613318,-7.13442194386,-0.57148558603
-13.6149672374,7.39084552244,-21.0840117904,1.19148135487
-0.169821562174,7.24139625685,-3.05591308267,-0.121561081214
-2.04356372075,22.3458875466,-45.2263272061,-0.0592660675213
2.23261133581,21.1568013015,-34.5109081518,-0.479378554174
0.391150089036,30.4705173602,-67.1200130269,-0.368520733035
-8.91043022766,37.8027899612,-91.5178257536,0.489715171686
-3.28950565283,31.6666510292,-66.4900789725,-0.0443459464067
-4.7280989103,9.40951643237,-2.90467936804,0.253208209102
-5.64992447255,39.7032217994,-87.980964584,0.125411953387
1.86109948782,46.8839809181,-97.3451151996,-0.667420496085
-1.24186398653,27.407823723,-55.3271485897,-0.175474779378
1.47902979371,25.2046403368,-44.7492667012,-0.431600761292
-8.33184570687,13.9142580679,-27.766225927,0.604158867154
-3.91773747107,40.5448138903,-85.9971747731,-0.0651175007887
-9.37904440488,17.2260959958,-37.548409452,0.660339248217
-5.05232840014,15.6865855927,-24.5287314807,0.257495544758
-5.39919597504,16.9416687186,-33.6895646493,0.307483079236
-1.5997504442,17.7840210365,-34.6190541844,-0.0731367080822
-1.57160051073,22.0636978838,-38.2335616498,-0.14296168763
-9.61321300626,23.7809063587,-52.3444929444,0.624512119867
-6.44301058163,32.3507152923,-75.6568711409,0.288859183122
-2.08760710709,20.3118170892,-38.6142934823,-0.0456428279243
-1.86725740017,28.9690823301,-62.7554160059,-0.141451776359
-2.02886932996,29.0785458413,-62.1265122698,-0.122351185615
-7.99896831866,15.9575447248,-30.2223562092,0.542122546409
-4.15615850746,29.1110453876,-66.4548144113,0.0846218252798
-11.4508129486,6.38588826067,-17.6587424005,0.987842706688
5.49500648358,37.2218203882,-72.005983855,-0.917624963428
-8.15092811374,24.4299902217,-48.7109658162,0.480958329094
-2.58131289046,18.5663131007,-42.1779021331,0.0414792733152
-11.4951951436,21.4228994355,-46.9691303542,0.833228759517
-8.97501542269,21.904637958,-47.968492785,0.594035378153
-6.29317745516,27.0536350602,-58.4000691302,0.283689163639
-9.41287297182,25.1965482186,-47.8916486625,0.593439367603
-5.89290750863,15.3803281414,-36.4522493823,0.397074377715
-4.84146020377,1.80371739584,3.73723034527,0.379600250086
-5.09067218123,36.9673387393,-87.0345011182,0.100716447791
-12.5320814857,0.540630043675,-3.85813902046,1.13540431038
-1.81635580627,21.8411005739,-44.3040056716,-0.0736346026433
-8.06560628712,14.0900711222,-26.8707231529,0.58090933535
-0.164470739781,8.32239617848,-10.1212753469,-0.10810371654
-11.9847749693,17.8544355541,-43.6155233172,0.923903898493
-4.16901280379,23.6902130369,-52.7079886811,0.146605138189
-5.44458398507,22.7265686781,-48.4688586717,0.257447053069
-1.18987920559,37.3827667131,-84.4257097348,-0.263509835703
-2.5443775206,18.4101415775,-34.0655739786,0.0200953338109
-8.12191280065,16.4416783628,-37.1893956734,0.577690185746
-5.01194210218,13.6520364955,-24.9965020358,0.305597914419
-4.57577448841,10.6920923505,-17.0497203157,0.272203897049
-5.25575751398,22.5049901584,-52.4162720754,0.248690231949
-8.5941216872,36.3251712787,-83.418367673,0.428365734316
-8.01111110358,17.9693975319,-38.7972586161,0.525027177658
-15.1852111737,9.18308908662,-25.5610826027,1.31887716526
-10.4077287379,35.3982922768,-74.7475519759,0.58737153761
2.62778390324,26.3848778426,-44.9519753704,-0.545407767884
-3.17241007931,13.625322313,-24.3399994562,0.113751769836
1.20950410041,28.7154112089,-60.2438364037,-0.416432799273
-6.27552526899,16.4318020666,-38.4074968792,0.404401031459
-3.1749195178,17.6927847394,-33.2985438313,0.0819963803138
-0.0144109853528,31.4290683766,-63.2418224793,-0.337822845118
-8.02268862311,3.71195513987,-7.90550602951,0.686432443571
0.580078305904,18.74333919,-37.9317564898,-0.274674679227
-10.6813795951,8.0390454364,-9.10201757433,0.846394746595
