parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,Z,LOG_STELLAR_MASS
prob02[281],0.442,0.002,0.063,0.314,0.399,0.446,0.489,0.554,1486,1.001,0.1646158620689655,9.620689655172415
prob02[282],0.442,0.002,0.063,0.314,0.399,0.445,0.489,0.554,1492,1.001,0.17428344827586206,9.620689655172415
prob02[283],0.442,0.002,0.063,0.314,0.399,0.445,0.489,0.554,1498,1.001,0.18395103448275862,9.620689655172415
prob02[284],0.442,0.002,0.063,0.313,0.399,0.445,0.489,0.554,1504,1.001,0.19361862068965516,9.620689655172415
prob02[285],0.442,0.002,0.063,0.313,0.399,0.445,0.489,0.554,1512,1.001,0.20328620689655172,9.620689655172415
prob02[286],0.442,0.002,0.063,0.313,0.399,0.445,0.489,0.554,1520,1.001,0.21295379310344825,9.620689655172415
prob02[287],0.442,0.002,0.063,0.312,0.398,0.445,0.489,0.554,1528,1.001,0.2226213793103448,9.620689655172415
prob02[288],0.442,0.002,0.064,0.312,0.398,0.445,0.489,0.555,1538,1.001,0.23228896551724137,9.620689655172415
prob02[289],0.442,0.002,0.064,0.311,0.398,0.445,0.489,0.555,1548,1.001,0.2419565517241379,9.620689655172415
prob02[290],0.442,0.002,0.064,0.311,0.398,0.445,0.489,0.555,1558,1.001,0.25162413793103444,9.620689655172415
prob02[291],0.441,0.002,0.064,0.31,0.398,0.445,0.489,0.555,1569,1.001,0.261291724137931,9.620689655172415
prob02[292],0.441,0.002,0.064,0.31,0.398,0.445,0.489,0.555,1581,1.001,0.27095931034482756,9.620689655172415
prob02[293],0.441,0.002,0.064,0.309,0.398,0.445,0.489,0.555,1593,1.001,0.2806268965517241,9.620689655172415
prob02[294],0.441,0.002,0.064,0.309,0.397,0.445,0.489,0.555,1606,1.001,0.2902944827586207,9.620689655172415
prob02[295],0.441,0.002,0.065,0.308,0.397,0.445,0.489,0.555,1620,1.001,0.29996206896551725,9.620689655172415
prob02[296],0.441,0.002,0.065,0.308,0.397,0.445,0.489,0.556,1635,1.001,0.3096296551724138,9.620689655172415
prob02[297],0.441,0.002,0.065,0.307,0.397,0.445,0.489,0.556,1650,1.001,0.3192972413793103,9.620689655172415
prob02[298],0.441,0.002,0.065,0.306,0.396,0.444,0.489,0.556,1666,1.001,0.3289648275862069,9.620689655172415
prob02[299],0.441,0.002,0.065,0.306,0.396,0.444,0.489,0.557,1683,1.001,0.33863241379310344,9.620689655172415
prob02[300],0.44,0.002,0.066,0.305,0.396,0.444,0.489,0.557,1701,1.001,0.3483,9.620689655172415
prob02[301],0.446,0.002,0.059,0.324,0.406,0.449,0.489,0.548,1493,1.001,0.06794,9.689655172413794
prob02[302],0.446,0.002,0.059,0.324,0.406,0.448,0.489,0.548,1493,1.001,0.07760758620689655,9.689655172413794
prob02[303],0.445,0.002,0.059,0.324,0.406,0.448,0.489,0.548,1494,1.001,0.0872751724137931,9.689655172413794
prob02[304],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.548,1495,1.001,0.09694275862068966,9.689655172413794
prob02[305],0.445,0.002,0.059,0.324,0.406,0.448,0.489,0.548,1497,1.001,0.1066103448275862,9.689655172413794
prob02[306],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.548,1499,1.001,0.11627793103448275,9.689655172413794
prob02[307],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.548,1502,1.001,0.1259455172413793,9.689655172413794
prob02[308],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.548,1505,1.001,0.13561310344827587,9.689655172413794
prob02[309],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.548,1509,1.001,0.1452806896551724,9.689655172413794
prob02[310],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.549,1514,1.001,0.15494827586206894,9.689655172413794
prob02[311],0.445,0.002,0.059,0.324,0.405,0.448,0.489,0.549,1520,1.001,0.1646158620689655,9.689655172413794
prob02[312],0.445,0.002,0.059,0.323,0.404,0.448,0.489,0.549,1526,1.001,0.17428344827586206,9.689655172413794
prob02[313],0.445,0.002,0.059,0.323,0.404,0.448,0.489,0.549,1532,1.001,0.18395103448275862,9.689655172413794
prob02[314],0.444,0.002,0.059,0.323,0.404,0.448,0.489,0.549,1540,1.001,0.19361862068965516,9.689655172413794
prob02[315],0.444,0.002,0.059,0.323,0.404,0.448,0.488,0.549,1548,1.001,0.20328620689655172,9.689655172413794
prob02[316],0.444,0.002,0.059,0.322,0.404,0.448,0.488,0.549,1556,1.001,0.21295379310344825,9.689655172413794
prob02[317],0.444,0.002,0.059,0.322,0.404,0.447,0.488,0.549,1566,1.001,0.2226213793103448,9.689655172413794
prob02[318],0.444,0.002,0.06,0.321,0.404,0.447,0.488,0.549,1576,1.001,0.23228896551724137,9.689655172413794
prob02[319],0.444,0.001,0.06,0.321,0.403,0.447,0.488,0.549,1588,1.001,0.2419565517241379,9.689655172413794
prob02[320],0.444,0.001,0.06,0.32,0.403,0.447,0.488,0.549,1600,1.001,0.25162413793103444,9.689655172413794
prob02[321],0.444,0.001,0.06,0.32,0.403,0.447,0.488,0.549,1613,1.001,0.261291724137931,9.689655172413794
prob02[322],0.444,0.001,0.06,0.32,0.403,0.447,0.488,0.55,1626,1.001,0.27095931034482756,9.689655172413794
prob02[323],0.444,0.001,0.06,0.32,0.403,0.447,0.488,0.55,1640,1.001,0.2806268965517241,9.689655172413794
prob02[324],0.443,0.001,0.06,0.319,0.402,0.447,0.488,0.55,1655,1.001,0.2902944827586207,9.689655172413794
prob02[325],0.443,0.001,0.061,0.318,0.402,0.447,0.488,0.55,1671,1.001,0.29996206896551725,9.689655172413794
prob02[326],0.443,0.001,0.061,0.318,0.402,0.447,0.488,0.551,1688,1.001,0.3096296551724138,9.689655172413794
prob02[327],0.443,0.001,0.061,0.317,0.402,0.447,0.488,0.551,1705,1.001,0.3192972413793103,9.689655172413794
prob02[328],0.443,0.001,0.061,0.316,0.401,0.447,0.488,0.552,1724,1.001,0.3289648275862069,9.689655172413794
prob02[329],0.443,0.001,0.062,0.316,0.401,0.447,0.488,0.552,1744,1.001,0.33863241379310344,9.689655172413794
prob02[330],0.443,0.001,0.062,0.315,0.401,0.446,0.488,0.553,1765,1.001,0.3483,9.689655172413794
prob02[331],0.448,0.001,0.055,0.334,0.411,0.451,0.488,0.544,1540,1.001,0.06794,9.758620689655173
prob02[332],0.448,0.001,0.055,0.334,0.411,0.451,0.488,0.543,1540,1.001,0.07760758620689655,9.758620689655173
prob02[333],0.448,0.001,0.055,0.334,0.411,0.451,0.488,0.543,1541,1.001,0.0872751724137931,9.758620689655173
prob02[334],0.448,0.001,0.055,0.334,0.41,0.451,0.488,0.543,1542,1.001,0.09694275862068966,9.758620689655173
prob02[335],0.448,0.001,0.055,0.334,0.41,0.451,0.488,0.543,1544,1.001,0.1066103448275862,9.758620689655173
prob02[336],0.447,0.001,0.055,0.334,0.41,0.451,0.488,0.543,1546,1.001,0.11627793103448275,9.758620689655173
prob02[337],0.447,0.001,0.055,0.334,0.41,0.451,0.488,0.543,1549,1.001,0.1259455172413793,9.758620689655173
prob02[338],0.447,0.001,0.055,0.333,0.41,0.451,0.488,0.544,1553,1.001,0.13561310344827587,9.758620689655173
prob02[339],0.447,0.001,0.055,0.333,0.41,0.45,0.488,0.544,1557,1.001,0.1452806896551724,9.758620689655173
prob02[340],0.447,0.001,0.055,0.333,0.41,0.45,0.488,0.544,1562,1.001,0.15494827586206894,9.758620689655173
prob02[341],0.447,0.001,0.055,0.333,0.41,0.45,0.488,0.544,1568,1.001,0.1646158620689655,9.758620689655173
prob02[342],0.447,0.001,0.055,0.333,0.41,0.45,0.487,0.544,1575,1.001,0.17428344827586206,9.758620689655173
prob02[343],0.447,0.001,0.055,0.333,0.409,0.45,0.487,0.545,1582,1.001,0.18395103448275862,9.758620689655173
prob02[344],0.447,0.001,0.055,0.333,0.409,0.45,0.487,0.544,1590,1.001,0.19361862068965516,9.758620689655173
prob02[345],0.447,0.001,0.055,0.333,0.409,0.45,0.487,0.545,1599,1.001,0.20328620689655172,9.758620689655173
prob02[346],0.447,0.001,0.055,0.332,0.409,0.45,0.487,0.545,1608,1.001,0.21295379310344825,9.758620689655173
prob02[347],0.446,0.001,0.056,0.332,0.409,0.45,0.487,0.545,1619,1.001,0.2226213793103448,9.758620689655173
prob02[348],0.446,0.001,0.056,0.332,0.409,0.45,0.487,0.545,1631,1.001,0.23228896551724137,9.758620689655173
prob02[349],0.446,0.001,0.056,0.331,0.409,0.45,0.487,0.545,1644,1.001,0.2419565517241379,9.758620689655173
prob02[350],0.446,0.001,0.056,0.331,0.408,0.45,0.487,0.545,1658,1.001,0.25162413793103444,9.758620689655173
prob02[351],0.446,0.001,0.056,0.33,0.408,0.449,0.487,0.546,1672,1.001,0.261291724137931,9.758620689655173
prob02[352],0.446,0.001,0.056,0.33,0.408,0.449,0.487,0.546,1688,1.001,0.27095931034482756,9.758620689655173
prob02[353],0.446,0.001,0.057,0.329,0.408,0.449,0.487,0.546,1705,1.001,0.2806268965517241,9.758620689655173
prob02[354],0.446,0.001,0.057,0.329,0.407,0.449,0.487,0.546,1722,1.001,0.2902944827586207,9.758620689655173
prob02[355],0.446,0.001,0.057,0.328,0.407,0.449,0.487,0.547,1741,1.001,0.29996206896551725,9.758620689655173
prob02[356],0.445,0.001,0.057,0.327,0.407,0.449,0.487,0.547,1760,1.001,0.3096296551724138,9.758620689655173
prob02[357],0.445,0.001,0.057,0.327,0.407,0.449,0.487,0.547,1781,1.001,0.3192972413793103,9.758620689655173
prob02[358],0.445,0.001,0.058,0.326,0.407,0.449,0.487,0.548,1803,1.001,0.3289648275862069,9.758620689655173
prob02[359],0.445,0.001,0.058,0.325,0.407,0.449,0.487,0.548,1827,1.001,0.33863241379310344,9.758620689655173
prob02[360],0.445,0.001,0.058,0.325,0.406,0.449,0.487,0.548,1853,1.001,0.3483,9.758620689655173
prob02[361],0.45,0.001,0.051,0.343,0.416,0.453,0.488,0.539,1607,1.001,0.06794,9.827586206896552
prob02[362],0.45,0.001,0.051,0.343,0.416,0.453,0.488,0.539,1607,1.001,0.07760758620689655,9.827586206896552
prob02[363],0.45,0.001,0.051,0.344,0.416,0.453,0.488,0.539,1607,1.001,0.0872751724137931,9.827586206896552
prob02[364],0.45,0.001,0.051,0.344,0.416,0.453,0.488,0.539,1608,1.001,0.09694275862068966,9.827586206896552
prob02[365],0.45,0.001,0.051,0.343,0.416,0.453,0.488,0.539,1610,1.001,0.1066103448275862,9.827586206896552
prob02[366],0.45,0.001,0.051,0.343,0.416,0.453,0.487,0.539,1613,1.001,0.11627793103448275,9.827586206896552
prob02[367],0.45,0.001,0.051,0.343,0.415,0.453,0.487,0.539,1616,1.001,0.1259455172413793,9.827586206896552
prob02[368],0.45,0.001,0.051,0.343,0.415,0.453,0.487,0.539,1621,1.001,0.13561310344827587,9.827586206896552
prob02[369],0.45,0.001,0.051,0.343,0.415,0.453,0.487,0.539,1626,1.001,0.1452806896551724,9.827586206896552
prob02[370],0.449,0.001,0.051,0.343,0.415,0.453,0.487,0.54,1631,1.001,0.15494827586206894,9.827586206896552
prob02[371],0.449,0.001,0.051,0.343,0.415,0.453,0.487,0.54,1638,1.001,0.1646158620689655,9.827586206896552
prob02[372],0.449,0.001,0.051,0.343,0.415,0.452,0.487,0.54,1645,1.001,0.17428344827586206,9.827586206896552
prob02[373],0.449,0.001,0.051,0.343,0.414,0.452,0.487,0.54,1653,1.001,0.18395103448275862,9.827586206896552
prob02[374],0.449,0.001,0.052,0.342,0.414,0.452,0.487,0.54,1662,1.001,0.19361862068965516,9.827586206896552
prob02[375],0.449,0.001,0.052,0.342,0.414,0.452,0.487,0.54,1672,1.001,0.20328620689655172,9.827586206896552
prob02[376],0.449,0.001,0.052,0.342,0.414,0.452,0.487,0.54,1683,1.001,0.21295379310344825,9.827586206896552
prob02[377],0.449,0.001,0.052,0.342,0.414,0.452,0.487,0.54,1695,1.001,0.2226213793103448,9.827586206896552
prob02[378],0.449,0.001,0.052,0.341,0.414,0.452,0.487,0.541,1709,1.001,0.23228896551724137,9.827586206896552
prob02[379],0.449,0.001,0.052,0.341,0.414,0.452,0.487,0.541,1724,1.001,0.2419565517241379,9.827586206896552
prob02[380],0.448,0.001,0.052,0.34,0.413,0.452,0.487,0.541,1740,1.001,0.25162413793103444,9.827586206896552
prob02[381],0.448,0.001,0.052,0.34,0.413,0.452,0.487,0.541,1758,1.001,0.261291724137931,9.827586206896552
prob02[382],0.448,0.001,0.053,0.339,0.413,0.452,0.487,0.541,1777,1.001,0.27095931034482756,9.827586206896552
prob02[383],0.448,0.001,0.053,0.338,0.413,0.452,0.487,0.542,1797,1.001,0.2806268965517241,9.827586206896552
prob02[384],0.448,0.001,0.053,0.338,0.413,0.452,0.487,0.542,1818,1.001,0.2902944827586207,9.827586206896552
prob02[385],0.448,0.001,0.053,0.337,0.413,0.452,0.487,0.542,1842,1.001,0.29996206896551725,9.827586206896552
prob02[386],0.448,0.001,0.054,0.337,0.412,0.451,0.487,0.542,1866,1.001,0.3096296551724138,9.827586206896552
prob02[387],0.448,0.001,0.054,0.336,0.412,0.451,0.487,0.543,1892,1.001,0.3192972413793103,9.827586206896552
prob02[388],0.448,0.001,0.054,0.335,0.412,0.451,0.487,0.543,1920,1.001,0.3289648275862069,9.827586206896552
prob02[389],0.447,0.001,0.054,0.335,0.412,0.451,0.487,0.544,1949,1.001,0.33863241379310344,9.827586206896552
prob02[390],0.447,0.001,0.055,0.334,0.411,0.451,0.487,0.545,1980,1.001,0.3483,9.827586206896552
prob02[391],0.453,0.001,0.048,0.353,0.421,0.455,0.488,0.536,1705,1.001,0.06794,9.89655172413793
prob02[392],0.452,0.001,0.047,0.353,0.421,0.455,0.487,0.536,1704,1.001,0.07760758620689655,9.89655172413793
prob02[393],0.452,0.001,0.047,0.353,0.421,0.455,0.487,0.536,1704,1.001,0.0872751724137931,9.89655172413793
prob02[394],0.452,0.001,0.047,0.353,0.42,0.455,0.487,0.536,1705,1.001,0.09694275862068966,9.89655172413793
prob02[395],0.452,0.001,0.047,0.353,0.42,0.455,0.487,0.536,1707,1.001,0.1066103448275862,9.89655172413793
prob02[396],0.452,0.001,0.047,0.354,0.42,0.455,0.487,0.535,1710,1.001,0.11627793103448275,9.89655172413793
prob02[397],0.452,0.001,0.047,0.353,0.42,0.455,0.487,0.535,1714,1.001,0.1259455172413793,9.89655172413793
prob02[398],0.452,0.001,0.048,0.353,0.42,0.455,0.487,0.535,1719,1.001,0.13561310344827587,9.89655172413793
prob02[399],0.452,0.001,0.048,0.353,0.42,0.455,0.487,0.536,1724,1.001,0.1452806896551724,9.89655172413793
prob02[400],0.452,0.001,0.048,0.353,0.42,0.455,0.487,0.536,1731,1.001,0.15494827586206894,9.89655172413793
prob02[401],0.452,0.001,0.048,0.353,0.42,0.455,0.487,0.536,1739,1.001,0.1646158620689655,9.89655172413793
prob02[402],0.452,0.001,0.048,0.353,0.42,0.455,0.487,0.536,1747,1.001,0.17428344827586206,9.89655172413793
prob02[403],0.452,0.001,0.048,0.352,0.419,0.455,0.487,0.536,1758,1.001,0.18395103448275862,9.89655172413793
prob02[404],0.451,0.001,0.048,0.352,0.419,0.455,0.487,0.536,1769,1.001,0.19361862068965516,9.89655172413793
prob02[405],0.451,0.001,0.048,0.352,0.419,0.455,0.487,0.537,1782,1.001,0.20328620689655172,9.89655172413793
prob02[406],0.451,0.001,0.048,0.351,0.419,0.454,0.487,0.537,1796,1.001,0.21295379310344825,9.89655172413793
prob02[407],0.451,0.001,0.048,0.351,0.419,0.454,0.487,0.537,1811,1.001,0.2226213793103448,9.89655172413793
prob02[408],0.451,0.001,0.048,0.35,0.419,0.454,0.487,0.537,1827,1.001,0.23228896551724137,9.89655172413793
prob02[409],0.451,0.001,0.049,0.35,0.419,0.454,0.486,0.537,1846,1.001,0.2419565517241379,9.89655172413793
prob02[410],0.451,0.001,0.049,0.349,0.418,0.454,0.486,0.538,1865,1.001,0.25162413793103444,9.89655172413793
prob02[411],0.451,0.001,0.049,0.348,0.418,0.454,0.486,0.538,1886,1.001,0.261291724137931,9.89655172413793
prob02[412],0.451,0.001,0.049,0.348,0.418,0.454,0.486,0.538,1910,1.001,0.27095931034482756,9.89655172413793
prob02[413],0.45,0.001,0.049,0.348,0.418,0.454,0.486,0.538,1935,1.001,0.2806268965517241,9.89655172413793
prob02[414],0.45,0.001,0.05,0.347,0.418,0.454,0.486,0.539,1961,1.001,0.2902944827586207,9.89655172413793
prob02[415],0.45,0.001,0.05,0.346,0.417,0.454,0.486,0.539,1989,1.001,0.29996206896551725,9.89655172413793
prob02[416],0.45,0.001,0.05,0.346,0.417,0.453,0.486,0.54,2020,1.001,0.3096296551724138,9.89655172413793
prob02[417],0.45,0.001,0.05,0.345,0.417,0.453,0.487,0.541,2053,1.001,0.3192972413793103,9.89655172413793
prob02[418],0.45,0.001,0.051,0.344,0.417,0.453,0.486,0.541,2088,1.001,0.3289648275862069,9.89655172413793
prob02[419],0.45,0.001,0.051,0.343,0.417,0.453,0.487,0.542,2126,1.001,0.33863241379310344,9.89655172413793
prob02[420],0.45,0.001,0.051,0.343,0.416,0.453,0.487,0.542,2166,1.001,0.3483,9.89655172413793
prob02[421],0.455,0.001,0.044,0.362,0.425,0.458,0.487,0.533,1849,1.001,0.06794,9.96551724137931
prob02[422],0.455,0.001,0.044,0.363,0.425,0.458,0.487,0.533,1848,1.001,0.07760758620689655,9.96551724137931
prob02[423],0.455,0.001,0.044,0.362,0.425,0.458,0.487,0.533,1848,1.001,0.0872751724137931,9.96551724137931
prob02[424],0.455,0.001,0.044,0.363,0.425,0.458,0.487,0.533,1850,1.001,0.09694275862068966,9.96551724137931
prob02[425],0.455,0.001,0.044,0.363,0.425,0.457,0.487,0.533,1853,1.001,0.1066103448275862,9.96551724137931
prob02[426],0.455,0.001,0.044,0.363,0.425,0.457,0.487,0.532,1857,1.001,0.11627793103448275,9.96551724137931
prob02[427],0.454,0.001,0.044,0.363,0.425,0.457,0.487,0.532,1863,1.001,0.1259455172413793,9.96551724137931
prob02[428],0.454,0.001,0.044,0.363,0.425,0.457,0.487,0.532,1870,1.001,0.13561310344827587,9.96551724137931
prob02[429],0.454,0.001,0.044,0.363,0.425,0.457,0.487,0.533,1878,1.001,0.1452806896551724,9.96551724137931
prob02[430],0.454,0.001,0.044,0.363,0.425,0.457,0.487,0.533,1887,1.001,0.15494827586206894,9.96551724137931
prob02[431],0.454,0.001,0.044,0.362,0.424,0.457,0.487,0.533,1897,1.001,0.1646158620689655,9.96551724137931
prob02[432],0.454,0.001,0.044,0.362,0.424,0.457,0.487,0.533,1909,1.001,0.17428344827586206,9.96551724137931
prob02[433],0.454,0.001,0.045,0.361,0.424,0.457,0.487,0.533,1922,1.001,0.18395103448275862,9.96551724137931
prob02[434],0.454,0.001,0.045,0.361,0.424,0.457,0.487,0.533,1936,1.001,0.19361862068965516,9.96551724137931
prob02[435],0.454,0.001,0.045,0.361,0.424,0.456,0.487,0.533,1952,1.001,0.20328620689655172,9.96551724137931
prob02[436],0.454,0.001,0.045,0.36,0.423,0.456,0.487,0.533,1969,1.001,0.21295379310344825,9.96551724137931
prob02[437],0.453,0.001,0.045,0.359,0.423,0.456,0.487,0.533,1988,1.001,0.2226213793103448,9.96551724137931
prob02[438],0.453,0.001,0.045,0.359,0.423,0.456,0.486,0.534,2010,1.001,0.23228896551724137,9.96551724137931
prob02[439],0.453,0.001,0.045,0.359,0.423,0.456,0.486,0.534,2032,1.001,0.2419565517241379,9.96551724137931
prob02[440],0.453,0.001,0.046,0.358,0.423,0.456,0.486,0.535,2058,1.001,0.25162413793103444,9.96551724137931
prob02[441],0.453,0.001,0.046,0.358,0.423,0.456,0.486,0.535,2085,1.001,0.261291724137931,9.96551724137931
prob02[442],0.453,0.001,0.046,0.357,0.422,0.456,0.486,0.536,2114,1.001,0.27095931034482756,9.96551724137931
prob02[443],0.453,9.98e-4,0.046,0.356,0.422,0.456,0.486,0.536,2145,1.001,0.2806268965517241,9.96551724137931
prob02[444],0.453,9.95e-4,0.046,0.356,0.422,0.456,0.486,0.537,2179,1.001,0.2902944827586207,9.96551724137931
prob02[445],0.453,9.92e-4,0.047,0.355,0.422,0.455,0.486,0.537,2216,1.001,0.29996206896551725,9.96551724137931
prob02[446],0.452,9.89e-4,0.047,0.354,0.422,0.455,0.487,0.538,2257,1.001,0.3096296551724138,9.96551724137931
prob02[447],0.452,9.85e-4,0.047,0.354,0.421,0.455,0.487,0.538,2300,1.001,0.3192972413793103,9.96551724137931
prob02[448],0.452,9.81e-4,0.048,0.353,0.421,0.455,0.487,0.539,2347,1.001,0.3289648275862069,9.96551724137931
prob02[449],0.452,9.77e-4,0.048,0.353,0.421,0.455,0.487,0.539,2397,1.001,0.33863241379310344,9.96551724137931
prob02[450],0.452,9.73e-4,0.048,0.352,0.421,0.455,0.487,0.54,2451,1.001,0.3483,9.96551724137931
prob02[451],0.457,9.0e-4,0.041,0.371,0.43,0.46,0.487,0.531,2096,1.001,0.06794,10.03448275862069
prob02[452],0.457,9.0e-4,0.041,0.371,0.43,0.46,0.487,0.531,2095,1.001,0.07760758620689655,10.03448275862069
prob02[453],0.457,8.99e-4,0.041,0.371,0.43,0.46,0.487,0.531,2095,1.001,0.0872751724137931,10.03448275862069
prob02[454],0.457,8.99e-4,0.041,0.371,0.43,0.46,0.487,0.531,2096,1.001,0.09694275862068966,10.03448275862069
prob02[455],0.457,8.98e-4,0.041,0.371,0.43,0.46,0.487,0.531,2098,1.001,0.1066103448275862,10.03448275862069
prob02[456],0.457,8.98e-4,0.041,0.371,0.43,0.46,0.487,0.53,2102,1.001,0.11627793103448275,10.03448275862069
prob02[457],0.457,8.97e-4,0.041,0.371,0.43,0.459,0.487,0.53,2108,1.001,0.1259455172413793,10.03448275862069
prob02[458],0.457,8.96e-4,0.041,0.371,0.43,0.459,0.487,0.53,2117,1.001,0.13561310344827587,10.03448275862069
prob02[459],0.457,8.95e-4,0.041,0.371,0.43,0.459,0.487,0.531,2126,1.001,0.1452806896551724,10.03448275862069
prob02[460],0.457,8.94e-4,0.041,0.371,0.429,0.459,0.487,0.531,2138,1.001,0.15494827586206894,10.03448275862069
prob02[461],0.456,8.93e-4,0.041,0.371,0.429,0.459,0.487,0.53,2151,1.001,0.1646158620689655,10.03448275862069
prob02[462],0.456,8.92e-4,0.041,0.37,0.429,0.459,0.487,0.531,2165,1.001,0.17428344827586206,10.03448275862069
prob02[463],0.456,8.91e-4,0.042,0.37,0.429,0.459,0.486,0.531,2182,1.001,0.18395103448275862,10.03448275862069
prob02[464],0.456,8.89e-4,0.042,0.369,0.429,0.459,0.486,0.531,2200,1.001,0.19361862068965516,10.03448275862069
prob02[465],0.456,8.88e-4,0.042,0.369,0.428,0.459,0.487,0.531,2221,1.001,0.20328620689655172,10.03448275862069
prob02[466],0.456,8.86e-4,0.042,0.369,0.428,0.458,0.487,0.532,2244,1.001,0.21295379310344825,10.03448275862069
prob02[467],0.456,8.85e-4,0.042,0.368,0.428,0.458,0.487,0.532,2269,1.001,0.2226213793103448,10.03448275862069
prob02[468],0.456,8.83e-4,0.042,0.367,0.428,0.458,0.487,0.532,2296,1.001,0.23228896551724137,10.03448275862069
prob02[469],0.456,8.81e-4,0.042,0.367,0.428,0.458,0.486,0.533,2327,1.001,0.2419565517241379,10.03448275862069
prob02[470],0.456,8.78e-4,0.043,0.367,0.427,0.458,0.486,0.533,2362,1.001,0.25162413793103444,10.03448275862069
prob02[471],0.455,8.76e-4,0.043,0.366,0.427,0.458,0.486,0.533,2399,1.001,0.261291724137931,10.03448275862069
prob02[472],0.455,8.73e-4,0.043,0.365,0.427,0.458,0.486,0.533,2439,1.001,0.27095931034482756,10.03448275862069
prob02[473],0.455,8.7e-4,0.043,0.365,0.427,0.458,0.486,0.534,2483,1.001,0.2806268965517241,10.03448275862069
prob02[474],0.455,8.67e-4,0.044,0.364,0.426,0.458,0.486,0.535,2530,1.001,0.2902944827586207,10.03448275862069
prob02[475],0.455,8.64e-4,0.044,0.363,0.426,0.458,0.486,0.535,2580,1.001,0.29996206896551725,10.03448275862069
prob02[476],0.455,8.6e-4,0.044,0.362,0.426,0.458,0.486,0.536,2635,1.001,0.3096296551724138,10.03448275862069
prob02[477],0.455,8.57e-4,0.044,0.361,0.426,0.457,0.486,0.536,2693,1.001,0.3192972413793103,10.03448275862069
prob02[478],0.455,8.54e-4,0.045,0.361,0.425,0.457,0.486,0.537,2750,1.001,0.3289648275862069,10.03448275862069
prob02[479],0.455,8.51e-4,0.045,0.36,0.425,0.457,0.486,0.537,2812,1.001,0.33863241379310344,10.03448275862069
prob02[480],0.454,8.47e-4,0.045,0.359,0.425,0.457,0.486,0.538,2879,1.001,0.3483,10.03448275862069
prob02[481],0.46,7.7e-4,0.039,0.379,0.434,0.462,0.487,0.529,2522,1.001,0.06794,10.10344827586207
prob02[482],0.46,7.69e-4,0.039,0.379,0.434,0.462,0.487,0.529,2519,1.001,0.07760758620689655,10.10344827586207
prob02[483],0.46,7.69e-4,0.039,0.379,0.434,0.462,0.487,0.529,2517,1.001,0.0872751724137931,10.10344827586207
prob02[484],0.459,7.69e-4,0.039,0.379,0.434,0.462,0.487,0.529,2517,1.001,0.09694275862068966,10.10344827586207
prob02[485],0.459,7.69e-4,0.039,0.379,0.434,0.462,0.487,0.529,2519,1.001,0.1066103448275862,10.10344827586207
prob02[486],0.459,7.68e-4,0.039,0.379,0.434,0.462,0.487,0.529,2523,1.001,0.11627793103448275,10.10344827586207
prob02[487],0.459,7.68e-4,0.039,0.379,0.434,0.462,0.487,0.529,2528,1.001,0.1259455172413793,10.10344827586207
prob02[488],0.459,7.67e-4,0.039,0.379,0.434,0.461,0.487,0.529,2537,1.001,0.13561310344827587,10.10344827586207
prob02[489],0.459,7.66e-4,0.039,0.379,0.434,0.461,0.487,0.528,2549,1.001,0.1452806896551724,10.10344827586207
prob02[490],0.459,7.66e-4,0.039,0.379,0.434,0.461,0.487,0.529,2563,1.001,0.15494827586206894,10.10344827586207
prob02[491],0.459,7.64e-4,0.039,0.379,0.433,0.461,0.486,0.529,2582,1.001,0.1646158620689655,10.10344827586207
prob02[492],0.459,7.63e-4,0.039,0.379,0.433,0.461,0.486,0.529,2605,1.001,0.17428344827586206,10.10344827586207
prob02[493],0.459,7.61e-4,0.039,0.378,0.433,0.461,0.486,0.529,2630,1.001,0.18395103448275862,10.10344827586207
prob02[494],0.459,7.6e-4,0.039,0.378,0.433,0.461,0.486,0.53,2657,1.001,0.19361862068965516,10.10344827586207
prob02[495],0.458,7.58e-4,0.039,0.377,0.433,0.461,0.486,0.53,2687,1.001,0.20328620689655172,10.10344827586207
prob02[496],0.458,7.56e-4,0.039,0.377,0.432,0.461,0.486,0.531,2720,1.001,0.21295379310344825,10.10344827586207
prob02[497],0.458,7.54e-4,0.04,0.377,0.432,0.461,0.486,0.531,2757,1.001,0.2226213793103448,10.10344827586207
prob02[498],0.458,7.52e-4,0.04,0.376,0.432,0.46,0.486,0.532,2797,1.001,0.23228896551724137,10.10344827586207
prob02[499],0.458,7.5e-4,0.04,0.376,0.432,0.46,0.486,0.532,2840,1.001,0.2419565517241379,10.10344827586207
prob02[500],0.458,7.48e-4,0.04,0.375,0.432,0.46,0.486,0.532,2886,1.001,0.25162413793103444,10.10344827586207
prob02[501],0.458,7.46e-4,0.04,0.375,0.432,0.46,0.486,0.532,2935,1.001,0.261291724137931,10.10344827586207
prob02[502],0.458,7.44e-4,0.041,0.374,0.431,0.46,0.486,0.532,2989,1.001,0.27095931034482756,10.10344827586207
